model,task_index,task,action_l1_mean,action_l1_std,completed_seeds,mean_num_samples
act_ABC,125,"move_slider_right: grasp the door handle, then move the door to the right",0.2684592280147986,0.006679000762327825,4,455.0
act_ABC,126,push_red_block_left: go slide the red block to the left,0.230180679534493,0.0047801079900379705,4,1244.0
act_ABC,127,stack_block: stack the block on top of another block,0.2651442503537406,0.010592217981001508,4,970.0
act_ABC,128,turn_off_led: turn off the green lamp,0.24400201053310605,0.006110294731552689,4,485.0
act_ABC,129,move_slider_left: push the door to the left,0.2568518945396962,0.014928855144033045,4,880.0
act_ABC,130,lift_pink_block_table: pick up the pink block on the table,0.23214187504372727,0.009372951371546073,4,690.0
act_ABC,131,move_slider_left: slide the door all the way to the left,0.3065516640589787,0.013453039974740363,4,325.0
act_ABC,132,place_in_drawer: place the grasped object in the drawer,0.26817599993019003,0.002072613180048502,4,393.0
act_ABC,133,move_slider_right: move the door all the way to the right,0.24737817660037775,0.0020452000418392916,4,585.0
act_ABC,134,lift_blue_block_drawer: grasp the blue block lying in the drawer,0.20383602163875125,0.0027603345794652155,4,864.0
act_ABC,135,turn_off_led: push down the button to turn off the green light,0.25858621909485086,0.005239527469253285,4,853.0
act_ABC,136,close_drawer: push the drawer,0.15274931336706568,0.00799642404229762,4,1402.0
act_ABC,137,turn_off_lightbulb: push the switch downwards,0.21497007093426806,0.003031954186454089,4,1080.0
act_ABC,138,close_drawer: go close the drawer,0.1650467376578917,0.00433153929780741,4,1170.0
act_ABC,139,move_slider_right: move the door all the way to the right and let go,0.1710971231452929,0.010437651339405237,4,390.0
act_ABC,140,lift_red_block_slider: lift the red block lying in the slider,0.2008228014223277,0.004288701213810425,4,520.0
act_ABC,141,place_in_slider: place the object in the slider,0.29642576913106927,0.01113161054467826,4,292.0
act_ABC,142,stack_block: put the grasped block on top of a block,0.2667668478208365,0.00915955551591583,4,1621.0
act_ABC,143,turn_off_lightbulb: move the light switch to turn off the yellow light,0.20128252463988383,0.004707653153268894,4,780.0
act_ABC,144,place_in_slider: place in slider,0.2732624997959492,0.0025354939185647947,4,470.0
act_ABC,145,rotate_pink_block_left: rotate the pink block to the left,0.2569808599754021,0.005289964558983711,4,715.0
act_ABC,146,place_in_drawer: go towards the drawer and place the object,0.2458153588092066,0.001076626835706355,4,417.0
act_ABC,147,lift_blue_block_drawer: go towards the blue block in the drawer and grasp it,0.2082372277621095,0.002418796786731554,4,1105.0
act_ABC,148,"lift_blue_block_table: grasp the blue block, then lift it up",0.22752818406330583,0.004872738069396498,4,838.0
act_ABC,149,move_slider_left: move the door all the way to the left and let go,0.22881044034994916,0.01943536119206066,4,845.0
act_ABC,150,move_slider_left: grasp the door handle and move the door to the left,0.24201623259936095,0.018167066479566372,4,520.0
act_ABC,151,place_in_slider: place the block in the sliding cabinet,0.30145733896291477,0.006945888953261033,4,265.0
act_ABC,152,place_in_drawer: place the object in the drawer,0.31120576361125263,0.006874139777775729,4,540.0
act_ABC,153,move_slider_left: grasp the door handle and slide the door to the left,0.2407802876180563,0.030131199439621136,4,390.0
act_ABC,154,rotate_blue_block_right: take the blue block and rotate it right,0.255407311868439,0.0093288767743975,4,678.0
act_ABC,155,lift_red_block_slider: pick up the red block from the sliding cabinet,0.1956883903548593,0.00735841321805774,4,758.0
act_ABC,156,lift_red_block_drawer: pick up the red block in the drawer,0.2075993169969201,0.004849211391835972,4,852.0
act_ABC,157,lift_blue_block_table: lift the blue block up,0.23425943203704444,0.008001190991891113,4,927.0
act_ABC,158,lift_blue_block_slider: lift the blue block lying in the slider,0.17498799509058394,0.009884783615544568,4,975.0
act_ABC,159,push_into_drawer: slide the object into the drawer,0.24142259674821662,0.004414986910633217,4,1776.0
act_ABC,160,push_red_block_left: slide left the red block,0.22137656448000706,0.004071428820477484,4,1095.0
act_ABC,161,unstack_block: collapse the stacked blocks,0.1963547951739423,0.003455440661777802,4,971.0
act_ABC,162,rotate_blue_block_right: rotate right the blue block,0.27260621317328515,0.008048160534564324,4,798.0
act_ABC,163,move_slider_right: slide the door to the right side,0.25987759697704743,0.012100212108928586,4,390.0
act_ABC,164,lift_pink_block_slider: lift the pink block lying on the shelf,0.22259841085268328,0.004816627035937577,4,520.0
act_ABC,165,lift_red_block_drawer: go towards the red block in the drawer and grasp it,0.21199844881484745,0.002796187725876288,4,640.0
act_ABC,166,lift_pink_block_slider: grasp the pink block lying on the shelf,0.19665636195060915,0.0018770068221285621,4,780.0
act_ABC,167,place_in_slider: place the block in the slider,0.292135863299671,0.007629883453957257,4,467.0
act_ABC,168,place_in_slider: put it in the slider,0.2539648492241928,0.0008655513271375344,4,338.0
act_ABC,169,lift_blue_block_table: pick up the blue block from the table,0.22940914536823853,0.007732794180428928,4,758.0
act_ABC,170,move_slider_left: slide the door to the left,0.22227764743037964,0.021369842924579396,4,585.0
act_ABC,171,"lift_pink_block_table: grasp the pink block, then lift it up",0.2608655036688098,0.007660019800219233,4,603.0
act_ABC,172,turn_on_lightbulb: toggle the light switch to turn on the light bulb,0.16382789161485956,0.010660377931814576,4,893.0
act_ABC,173,push_blue_block_right: go push the blue block to the right,0.2235045829372459,0.00720510507168337,4,704.0
act_ABC,174,turn_on_led: push the button to turn on the led light,0.23786217136128995,0.006429284371868508,4,1027.0
act_ABC,175,push_pink_block_right: go slide the pink block to the right,0.20256553654157733,0.003949313601455185,4,1279.0
act_ABC,176,move_slider_right: move the door to the right,0.22651777060585462,0.008575028632862094,4,621.0
act_ABC,177,lift_red_block_slider: lift the red block lying in the sliding cabinet,0.18290261223011617,0.003643197776529863,4,455.0
act_ABC,178,rotate_blue_block_left: rotate the blue block 90 degrees to the left,0.2645878278674223,0.012573345042667432,4,780.0
act_ABC,179,rotate_pink_block_right: rotate right the pink block,0.2717828280970926,0.0062284889132311234,4,1105.0
act_ABC,180,lift_red_block_slider: pick up the red block from the shelf,0.20678063563187807,0.00429189358636049,4,567.0
act_ABC,181,lift_red_block_table: pick up the red block on the table,0.21348983339195896,0.007181453429570469,4,886.0
act_ABC,182,lift_pink_block_slider: in the slider pick up the pink block,0.18621639369667822,0.004994767949811455,4,715.0
act_ABC,183,"lift_red_block_table: grasp the red block on the table, then lift it up",0.21811166030801787,0.005009507291875233,4,873.0
act_ABC,184,lift_blue_block_drawer: grasp the blue block from the drawer,0.20704006940699538,0.005966917203684631,4,650.0
act_ABC,185,turn_on_lightbulb: move the light switch to turn on the light bulb,0.21354107296857225,0.003800989184052722,4,1084.0
act_ABC,186,lift_red_block_table: lift the red block from the table,0.20828834532972895,0.00907484974822304,4,954.0
act_ABC,187,lift_blue_block_table: pick up the blue block,0.22779027412049824,0.004365769872257512,4,949.0
act_ABC,188,push_pink_block_left: push the pink block to the left,0.1977364559122694,0.0054269660642811066,4,978.0
act_ABC,189,turn_off_led: turn off the led light,0.2579277481896522,0.001826066856276876,4,876.0
act_ABC,190,lift_blue_block_drawer: go towards the blue block in the drawer and pick it up,0.20515187124242262,0.006547118420077041,4,845.0
act_ABC,191,lift_pink_block_drawer: go towards the pink block in the drawer and grasp it,0.2081917733393371,0.003276496657824936,4,814.0
act_ABC,192,lift_blue_block_drawer: lift the blue block lying in the drawer,0.20387475754602463,0.005889550253740785,4,1142.0
act_ABC,193,lift_blue_block_slider: in the cabinet pick up the blue block,0.18621789009079462,0.00708261372071934,4,585.0
act_ABC,194,place_in_drawer: place the block in the drawer,0.28852597830968796,0.004146559288839513,4,749.0
act_ABC,195,stack_block: stack blocks on top of each other,0.2567625508436929,0.009537103233620349,4,1018.0
act_ABC,196,rotate_red_block_right: rotate the red block to the right,0.2786775785337219,0.005345468410145761,4,1214.0
act_ABC,197,lift_pink_block_drawer: pick up the pink block lying in the drawer,0.23359624558706615,0.004572107760691928,4,691.0
act_ABC,198,place_in_slider: place the grasped object in the cabinet,0.30801437086547195,0.007777663856160631,4,276.0
act_ABC,199,rotate_pink_block_left: take the pink block and rotate it left,0.2756026297210692,0.006953093301589456,4,780.0
act_ABC,200,lift_pink_block_table: pick up the pink block from the table,0.24184020848513949,0.01192031744965231,4,869.0
act_ABC,201,lift_red_block_slider: in the cabinet pick up the red block,0.18272867801744846,0.006999202281045171,4,697.0
act_ABC,202,lift_red_block_drawer: go towards the red block in the drawer and pick it up,0.22941601103385206,0.0024135029201291713,4,759.0
act_ABC,203,turn_off_led: push down the button to turn off the led light,0.26929777847087927,0.0037222992033408005,4,481.0
act_ABC,204,lift_blue_block_drawer: pick up the blue block lying in the drawer,0.19616686203700348,0.002026585123475519,4,889.0
act_ABC,205,push_pink_block_left: go slide the pink block to the left,0.1449701811252864,0.0036762569392699094,4,1060.0
act_ABC,206,lift_pink_block_drawer: pick up the pink block from the drawer,0.23179873775808355,0.007607986812188773,4,1014.0
act_ABC,207,rotate_pink_block_right: take the pink block and rotate it right,0.2543324263272237,0.005180739421563527,4,1274.0
act_ABC,208,"lift_pink_block_table: grasp the pink block on the table, then lift it up",0.20797119929680621,0.011005653343408035,4,1066.0
act_ABC,209,rotate_blue_block_right: take the blue block and turn it right,0.25185264096884974,0.004853845679180027,4,1074.0
act_ABC,210,lift_pink_block_table: lift the pink block from the table,0.2574870851514492,0.010178149864248903,4,908.0
act_ABC,211,rotate_blue_block_left: grasp the blue block and rotate it left,0.2689641226978996,0.00856527940973361,4,948.0
act_ABC,212,lift_pink_block_drawer: lift the pink block lying in the drawer,0.20641088818611442,0.009859691065574841,4,860.0
act_ABC,213,push_red_block_right: slide the red block towards the right,0.23403522280082775,0.0017118656698814712,4,1105.0
act_ABC,214,lift_red_block_slider: lift the red block lying on the shelf,0.21080870598063356,0.004167949923992155,4,455.0
act_ABC,215,push_pink_block_left: sweep the pink block to the left,0.18544138191006035,0.0032786012995370574,4,932.0
act_ABC,216,lift_red_block_slider: grasp the red block lying on the shelf,0.16075869655236597,0.0054438930715320745,4,650.0
act_ABC,217,rotate_blue_block_right: rotate the blue block towards the right,0.26413531345571134,0.0066495163513998765,4,910.0
act_ABC,218,"rotate_red_block_left: grasp the red block, then rotate it left",0.2726701518863068,0.008212170055353157,4,1284.0
act_ABC,219,lift_pink_block_slider: grasp the pink block lying in the sliding cabinet,0.19394212833677343,0.0037331113803582465,4,650.0
act_ABC,220,lift_blue_block_slider: grasp the blue block lying in the sliding cabinet,0.17000982940483544,0.01109203896875506,4,390.0
act_ABC,221,lift_pink_block_table: grasp the pink block and lift it up,0.25761002599706345,0.007431100449704713,4,842.0
act_ABC,222,push_blue_block_left: push the blue block to the left,0.2168504608910701,0.005715236982139928,4,765.0
act_ABC,223,push_pink_block_left: slide the pink block towards the left,0.18950981841380915,0.0028149479796938056,4,536.0
act_ABC,224,lift_red_block_drawer: pick up the red block from the drawer,0.2186466220316592,0.004523218675657748,4,1168.0
act_ABC,225,lift_red_block_table: grasp the red block and lift it up,0.21239575624091206,0.007412294943466236,4,1014.0
act_ABC,226,rotate_red_block_left: rotate left the red block,0.28509246834091373,0.012644003323505197,4,715.0
act_ABC,227,lift_red_block_drawer: grasp the red block in the drawer,0.19273601660684664,0.005470182661038812,4,684.0
act_ABC,228,"rotate_red_block_left: grasp the red block, then turn it left",0.2701010200525483,0.010824066516327486,4,620.0
act_ABC,229,push_into_drawer: push the block into the drawer,0.25605283792425004,0.0020781393141593644,4,1158.0
act_ABC,230,rotate_red_block_right: grasp the red block and turn it right,0.24702188324708127,0.008392521610154809,4,731.0
act_ABC,231,rotate_blue_block_left: take the blue block and rotate it left,0.28875798964618493,0.005826756810332543,4,732.0
act_ABC,232,lift_red_block_slider: grasp the red block lying in the sliding cabinet,0.19509474589274478,0.005496443714563894,4,455.0
act_ABC,233,rotate_red_block_right: turn the red block right,0.2426086713341956,0.005290740560981318,4,564.0
act_ABC,234,rotate_pink_block_left: turn the pink block left,0.2759625932949985,0.009533573747868897,4,585.0
act_ABC,235,push_into_drawer: push the object that it falls into the drawer,0.2447087457615036,0.0016981508699790856,4,1255.0
act_ABC,236,push_blue_block_left: slide the blue block towards the left,0.2273054992692435,0.002688370990313153,4,850.0
act_ABC,237,lift_blue_block_slider: lift the blue block lying on the shelf,0.18658440449743424,0.00934966437949818,4,692.0
act_ABC,238,lift_pink_block_table: grasp the pink block on the table and lift it up,0.26085116303792943,0.010058082725201091,4,673.0
act_ABC,239,"rotate_pink_block_right: grasp the pink block, then turn it right",0.2575949415740882,0.009853910212963182,4,845.0
act_ABC,240,rotate_blue_block_left: grasp the blue block and turn it left,0.25823693993081753,0.00532420181379919,4,910.0
act_ABC,241,lift_pink_block_drawer: grasp the pink block in the drawer,0.20365227185696935,0.006577006372050527,4,1087.0
act_ABC,242,lift_blue_block_drawer: lift the blue block in the drawer,0.22382297088801859,0.00506268878239115,4,625.0
act_ABC,243,lift_pink_block_slider: lift the pink block on the shelf,0.21975301677205908,0.002456488723824618,4,720.0
act_ABC,244,rotate_pink_block_left: grasp the pink block and turn it left,0.27481734053295875,0.00685703470700191,4,1235.0
act_ABC,245,stack_block: put the block on top of another block,0.27008254062844006,0.010190033447958389,4,851.0
act_ABC,246,lift_red_block_slider: in the slider grasp the red block,0.1953394651556244,0.004856830514997415,4,390.0
act_ABC,247,"rotate_pink_block_left: grasp the pink block, then turn it left",0.2959412772208452,0.010928693496839125,4,455.0
act_ABC,248,rotate_red_block_right: rotate the red block 90 degrees to the right,0.25301523944637533,0.0028172272368837186,4,882.0
act_ABC,249,rotate_pink_block_right: turn the pink block right,0.2800563910505274,0.014437360069991974,4,455.0
act_ABC,250,push_blue_block_right: slide right the blue block,0.21907359495190154,0.009300123522560152,4,1074.0
act_ABC,251,rotate_pink_block_right: rotate the pink block to the right,0.24543784446059128,0.007472878661800059,4,585.0
act_ABC,252,lift_red_block_slider: lift the red block on the shelf,0.19448217807428814,0.00358254906686695,4,715.0
act_ABC,253,lift_pink_block_slider: pick up the pink block in the sliding cabinet,0.2110696477508479,0.002601074881598071,4,455.0
act_ABC,254,rotate_red_block_right: take the red block and turn it right,0.27200311205527755,0.005633264934650849,4,890.0
act_ABC,255,rotate_red_block_left: rotate the red block towards the left,0.2652583198645749,0.007399584066799781,4,780.0
act_ABC,256,lift_red_block_slider: in the slider pick up the red block,0.15351279649188757,0.004735622121537774,4,622.0
act_ABC,257,lift_blue_block_slider: lift the blue block lying in the sliding cabinet,0.19904602577384461,0.009964622668358812,4,780.0
act_ABC,258,rotate_blue_block_left: rotate the blue block towards the left,0.2669077508371962,0.006982931017035524,4,845.0
act_ABC,259,lift_blue_block_drawer: pick up the blue block from the drawer,0.20674338266826586,0.0025982944219403474,4,650.0
act_ABC,260,rotate_red_block_left: grasp the red block and turn it left,0.25920469787787404,0.012007270497702586,4,845.0
