env_id_a_only,task_index,task,num_samples_a_only,action_l1_loss_a_only,model_name_a_only,env_id_abc,num_samples_abc,action_l1_loss_abc,model_name_abc,delta_a_minus_abc
D,39,lift_pink_block_slider: pick up the pink block from the shelf,455,0.1951115068007301,ACT-A-only,D,455,0.1786559728230093,ACT-ABC,0.016455533977720815
D,40,turn_on_led: push down the button to turn on the green light,748,0.2549417519613224,ACT-A-only,D,748,0.2368619501401476,ACT-ABC,0.0180798018211748
D,41,lift_pink_block_table: lift the pink block,1317,0.2533615615414052,ACT-A-only,D,1317,0.2485869559561925,ACT-ABC,0.004774605585212699
D,42,unstack_block: take off the stacked block,762,0.2324558287624299,ACT-A-only,D,762,0.216992676145644,ACT-ABC,0.015463152616785908
D,43,rotate_pink_block_right: take the pink block and turn it right,791,0.3006548069408057,ACT-A-only,D,791,0.2736621401478759,ACT-ABC,0.02699266679292983
D,44,turn_on_lightbulb: slide up the switch,585,0.1751592310639018,ACT-A-only,D,585,0.1736632476632411,ACT-ABC,0.0014959834006607053
D,45,lift_blue_block_table: lift the blue block from the table,920,0.224353555549422,ACT-A-only,D,920,0.2025883029093561,ACT-ABC,0.021765252640065902
D,46,open_drawer: go open the drawer,845,0.2496566232933095,ACT-A-only,D,845,0.2039173154083229,ACT-ABC,0.04573930788498662
D,47,move_slider_left: move the door to the left,520,0.2592513798091274,ACT-A-only,D,520,0.2547719357535243,ACT-ABC,0.004479444055603077
D,48,turn_on_led: turn on the led light,1088,0.2349636299426064,ACT-A-only,D,1088,0.2091708636109936,ACT-ABC,0.025792766331612788
D,49,lift_red_block_drawer: lift the red block in the drawer,845,0.2503808258024193,ACT-A-only,D,845,0.2216447430514019,ACT-ABC,0.02873608275101744
D,50,place_in_drawer: store the grasped object in the drawer,457,0.267468818787412,ACT-A-only,D,457,0.2797550683274571,ACT-ABC,-0.012286249540045091
D,51,turn_on_led: turn on the led,417,0.2656888455081043,ACT-A-only,D,417,0.2423373644800781,ACT-ABC,0.0233514810280262
D,52,place_in_slider: put the block in the cabinet,407,0.3058238723280975,ACT-A-only,D,407,0.2958225990835513,ACT-ABC,0.010001273244546194
D,53,turn_off_led: toggle the button to turn off the led,627,0.2685884753601593,ACT-A-only,D,627,0.2545853723404985,ACT-ABC,0.01400310301966079
D,54,turn_off_led: toggle the button to turn off the green light,710,0.261517694823339,ACT-A-only,D,710,0.2344762333445775,ACT-ABC,0.027041461478761464
D,55,unstack_block: go to the tower of blocks and take off the top one,1283,0.2163096245956068,ACT-A-only,D,1283,0.2071223130401743,ACT-ABC,0.009187311555432481
D,56,"close_drawer: grasp the handle of the drawer, then close it",1300,0.2102308281912253,ACT-A-only,D,1300,0.1631973451390289,ACT-ABC,0.0470334830521964
D,57,turn_off_lightbulb: turn off the light bulb,1300,0.2151949431059452,ACT-A-only,D,1300,0.2152131622714492,ACT-ABC,-1.8219165504013146e-05
D,58,place_in_slider: put the grasped object in the cabinet,418,0.2933628061100056,ACT-A-only,D,418,0.265636724932342,ACT-ABC,0.027726081177663564
D,59,lift_blue_block_slider: pick up the blue block from the sliding cabinet,628,0.1970444600613918,ACT-A-only,D,628,0.1815842416161185,ACT-ABC,0.015460218445273316
D,60,rotate_pink_block_left: grasp the pink block and rotate it left,1040,0.2970120533870963,ACT-A-only,D,1040,0.2797415132276141,ACT-ABC,0.017270540159482206
D,61,"rotate_pink_block_right: grasp the pink block, then rotate it right",1087,0.2874637530857856,ACT-A-only,D,1087,0.2546852114640361,ACT-ABC,0.03277854162174948
D,62,lift_red_block_slider: lift the red block lying in the cabinet,455,0.2057332117806424,ACT-A-only,D,455,0.1873506317263121,ACT-ABC,0.0183825800543303
D,63,push_into_drawer: sweep the object into the drawer,1143,0.2637663879810669,ACT-A-only,D,1143,0.2548522249333502,ACT-ABC,0.008914163047716694
D,64,turn_on_led: turn on the led lamp,919,0.2635712981734818,ACT-A-only,D,919,0.2505150925493733,ACT-ABC,0.013056205624108475
D,65,unstack_block: remove a block from the stack,1174,0.1934774131109554,ACT-A-only,D,1174,0.1861331635353106,ACT-ABC,0.007344249575644807
D,66,lift_pink_block_drawer: grasp the pink block lying in the drawer,1254,0.2574378775293082,ACT-A-only,D,1254,0.2224941173868411,ACT-ABC,0.034943760142467084
D,67,place_in_slider: place the object in the cabinet,564,0.2807871933154603,ACT-A-only,D,564,0.2720660678249724,ACT-ABC,0.008721125490487924
D,68,place_in_drawer: store the object in the drawer,504,0.2415684070438146,ACT-A-only,D,504,0.2578840277320335,ACT-ABC,-0.0163156206882189
D,69,lift_red_block_slider: in the cabinet grasp the red block,455,0.2044748879887245,ACT-A-only,D,455,0.1817474766091986,ACT-ABC,0.022727411379525914
D,70,place_in_drawer: move to the drawer and place the object,337,0.2648586587930645,ACT-A-only,D,337,0.2806934051060888,ACT-ABC,-0.015834746313024284
D,71,push_into_drawer: push the object into the drawer,1657,0.2507513385506624,ACT-A-only,D,1657,0.2404683699823497,ACT-ABC,0.010282968568312706
D,72,"open_drawer: grasp the handle of the drawer, then open it",1365,0.2730914620007132,ACT-A-only,D,1365,0.2474021545942231,ACT-ABC,0.025689307406490114
D,73,move_slider_right: move the sliding door to the right,520,0.2472484009125485,ACT-A-only,D,520,0.2603995417889494,ACT-ABC,-0.01315114087640093
D,74,turn_off_led: push down the button to turn off the led,236,0.2444746171013783,ACT-A-only,D,236,0.2125989337909524,ACT-ABC,0.031875683310425895
D,75,lift_blue_block_slider: lift the blue block on the shelf,880,0.1931365549649027,ACT-A-only,D,880,0.1722118025391616,ACT-ABC,0.0209247524257411
D,76,rotate_red_block_right: take the red block and rotate it right,685,0.2805787270086525,ACT-A-only,D,685,0.2576057308564221,ACT-ABC,0.022972996152230418
D,77,move_slider_left: move the door all the way to the left,390,0.2301205939016281,ACT-A-only,D,390,0.2350778513611891,ACT-ABC,-0.004957257459561021
D,78,lift_blue_block_drawer: grasp the blue block in the drawer,1152,0.2406442435587653,ACT-A-only,D,1152,0.2190608117574205,ACT-ABC,0.021583431801344782
D,79,stack_block: place the block on top of another block,770,0.2638975564148519,ACT-A-only,D,770,0.2588018511216362,ACT-ABC,0.005095705293215735
D,80,"lift_red_block_table: grasp the red block, then lift it up",826,0.2403649761551229,ACT-A-only,D,826,0.2040592654276702,ACT-ABC,0.0363057107274527
D,81,open_drawer: pull the drawer,1365,0.2464653608590473,ACT-A-only,D,1365,0.2152297081882918,ACT-ABC,0.03123565267075551
D,82,rotate_pink_block_left: rotate the pink block towards the left,975,0.3218199870678094,ACT-A-only,D,975,0.2980682387565955,ACT-ABC,0.023751748311213905
D,83,place_in_slider: place the grasped object in the sliding cabinet,652,0.2801608661063975,ACT-A-only,D,652,0.2721241750051639,ACT-ABC,0.008036691101233617
D,84,place_in_drawer: put the object in the drawer,291,0.2877640021625663,ACT-A-only,D,291,0.3086583176531742,ACT-ABC,-0.020894315490607884
D,85,place_in_slider: place the block in the cabinet,454,0.3028872792941358,ACT-A-only,D,454,0.3024274493497899,ACT-ABC,0.00045982994434590196
D,86,"close_drawer: grasp the drawer handle, then close it",861,0.2557432261554137,ACT-A-only,D,861,0.2410516306913688,ACT-ABC,0.014691595464044915
D,87,lift_blue_block_table: pick up the blue block on the table,1486,0.2355845416839639,ACT-A-only,D,1486,0.2051382388851905,ACT-ABC,0.03044630279877339
D,88,lift_pink_block_drawer: go towards the pink block in the drawer and lift it,715,0.2676693645807413,ACT-A-only,D,715,0.2308111128481951,ACT-ABC,0.0368582517325462
D,89,move_slider_right: slide the door all the way to the right,650,0.2598228146250431,ACT-A-only,D,650,0.2269943631039216,ACT-ABC,0.03282845152112149
D,90,lift_pink_block_drawer: go towards the pink block in the drawer and pick it up,585,0.2503222681773014,ACT-A-only,D,585,0.218779695390636,ACT-ABC,0.03154257278666542
D,91,lift_pink_block_slider: in the slider grasp the pink block,864,0.2004452705624755,ACT-A-only,D,864,0.188685322801272,ACT-ABC,0.011759947761203482
D,92,turn_on_lightbulb: turn on the light bulb,1019,0.2054425736704623,ACT-A-only,D,1019,0.2052072721795783,ACT-ABC,0.00023530149088399344
D,93,lift_blue_block_slider: grasp the blue block lying in the cabinet,946,0.1712889675893693,ACT-A-only,D,946,0.1622715080688544,ACT-ABC,0.009017459520514887
D,94,place_in_slider: place the grasped object in the slider,444,0.2932870254121922,ACT-A-only,D,444,0.2833013686913628,ACT-ABC,0.009985656720829406
D,95,lift_pink_block_drawer: grasp the pink block from the drawer,845,0.2288481571706089,ACT-A-only,D,845,0.1985004149068742,ACT-ABC,0.03034774226373471
D,96,move_slider_right: push the door to the right side,520,0.2587840703387673,ACT-A-only,D,520,0.2636679731595974,ACT-ABC,-0.004883902820830066
D,97,lift_red_block_drawer: grasp the red block lying in the drawer,585,0.2557240035544094,ACT-A-only,D,585,0.2169244666384835,ACT-ABC,0.038799536915925886
D,98,"move_slider_right: slide the door to the right, then let it go",715,0.2546343622716157,ACT-A-only,D,715,0.236844377063371,ACT-ABC,0.01778998520824468
D,99,push_pink_block_left: push left the pink block,1062,0.206203438948468,ACT-A-only,D,1062,0.1834859537406212,ACT-ABC,0.022717485207846777
D,100,lift_red_block_drawer: pick up the red block lying in the drawer,1054,0.2424310270265678,ACT-A-only,D,1054,0.2143877128128535,ACT-ABC,0.02804331421371431
D,101,rotate_red_block_left: rotate the red block to the left,1365,0.29303194355397,ACT-A-only,D,1365,0.2583807840888753,ACT-ABC,0.03465115946509467
D,102,close_drawer: close the drawer,883,0.2075880334869719,ACT-A-only,D,883,0.1702135593703149,ACT-ABC,0.03737447411665701
D,103,move_slider_right: grasp the door handle and slide the door to the right,845,0.2430688763863941,ACT-A-only,D,845,0.2336975906418978,ACT-ABC,0.009371285744496305
D,104,lift_red_block_table: lift the red block,740,0.2408323208222518,ACT-A-only,D,740,0.2113131214436647,ACT-ABC,0.029519199378587102
D,105,lift_red_block_table: pick up the red block,1315,0.2520020676656367,ACT-A-only,D,1315,0.2261524732745192,ACT-ABC,0.025849594391117503
D,106,rotate_blue_block_left: rotate the blue block to the left,650,0.2898620359026468,ACT-A-only,D,650,0.2515206217307311,ACT-ABC,0.03834141417191572
D,107,"lift_blue_block_table: grasp the blue block on the table, then lift it up",650,0.2213389799342705,ACT-A-only,D,650,0.1954791224461335,ACT-ABC,0.025859857488137017
D,108,close_drawer: grasp the handle of the drawer and close it,650,0.1659791127706949,ACT-A-only,D,650,0.1019199693776094,ACT-ABC,0.06405914339308551
D,109,turn_off_led: turn off the green light,502,0.2692273229627733,ACT-A-only,D,502,0.2461394024085238,ACT-ABC,0.02308792055424949
D,110,open_drawer: open the drawer,910,0.2606868184447943,ACT-A-only,D,910,0.2171445073866909,ACT-ABC,0.04354231105810341
D,111,place_in_slider: place the object in the sliding cabinet,258,0.2786503284014472,ACT-A-only,D,258,0.2809311667269514,ACT-ABC,-0.0022808383255041864
D,112,"move_slider_left: grasp the door handle, then move the door to the left",455,0.2495500257218277,ACT-A-only,D,455,0.2284799106009714,ACT-ABC,0.021070115120856298
D,113,place_in_drawer: put the grasped object in the drawer,495,0.2774841225207454,ACT-A-only,D,495,0.2883496776975766,ACT-ABC,-0.010865555176831188
D,114,turn_on_led: push the button to turn on the green light,237,0.2483414403999908,ACT-A-only,D,237,0.2289263949992787,ACT-ABC,0.019415045400712094
D,115,rotate_pink_block_right: rotate the pink block towards the right,715,0.2889979530256111,ACT-A-only,D,715,0.2719924482849094,ACT-ABC,0.01700550474070167
D,116,place_in_drawer: go towards the drawer and store the object,345,0.2210769703098829,ACT-A-only,D,345,0.2294031016636585,ACT-ABC,-0.008326131353775579
D,117,"place_in_drawer: move to the drawer, then store the object",581,0.2737583174352597,ACT-A-only,D,581,0.2769983086651656,ACT-ABC,-0.0032399912299059253
D,118,lift_pink_block_drawer: pick up the pink block in the drawer,749,0.2425752053154167,ACT-A-only,D,749,0.2064288078505143,ACT-ABC,0.03614639746490242
D,119,turn_off_lightbulb: toggle the light switch to turn off the yellow light,1434,0.2161108293912192,ACT-A-only,D,1434,0.2081800407237753,ACT-ABC,0.0079307886674439
D,120,open_drawer: grasp the handle of the drawer and open it,1495,0.2500049697116864,ACT-A-only,D,1495,0.1828925251611897,ACT-ABC,0.0671124445504967
D,121,lift_pink_block_table: pick up the pink block,1203,0.2685265829809883,ACT-A-only,D,1203,0.2592305169624283,ACT-ABC,0.009296066018559979
D,122,turn_on_led: push down the button to turn on the led light,912,0.2574492072310756,ACT-A-only,D,912,0.2318816345773245,ACT-ABC,0.02556757265375112
D,123,turn_on_lightbulb: turn on the yellow lamp,1318,0.1939096094585378,ACT-A-only,D,1318,0.1817161299412637,ACT-ABC,0.012193479517274092
D,124,turn_on_led: toggle the button to turn on the led,713,0.2509763771393773,ACT-A-only,D,713,0.2336101236519355,ACT-ABC,0.017366253487441807
D,125,"move_slider_right: grasp the door handle, then move the door to the right",455,0.2329122248586717,ACT-A-only,D,455,0.277621898660948,ACT-ABC,-0.044709673802276306
D,126,push_red_block_left: go slide the red block to the left,1244,0.2306258537809565,ACT-A-only,D,1244,0.2277401724315197,ACT-ABC,0.002885681349436814
D,127,stack_block: stack the block on top of another block,970,0.2596461386794282,ACT-A-only,D,970,0.2590824307240161,ACT-ABC,0.0005637079554121072
D,128,turn_off_led: turn off the green lamp,485,0.2676308755714869,ACT-A-only,D,485,0.2356852411148474,ACT-ABC,0.031945634456639505
D,129,move_slider_left: push the door to the left,880,0.2644905029542067,ACT-A-only,D,880,0.2735457986085252,ACT-ABC,-0.009055295654318507
D,130,lift_pink_block_table: pick up the pink block on the table,690,0.2355749413910983,ACT-A-only,D,690,0.2351119089169778,ACT-ABC,0.000463032474120495
D,131,move_slider_left: slide the door all the way to the left,325,0.2953329165623738,ACT-A-only,D,325,0.3084376743206611,ACT-ABC,-0.013104757758287289
D,132,place_in_drawer: place the grasped object in the drawer,393,0.2626125920213209,ACT-A-only,D,393,0.2682228573709347,ACT-ABC,-0.0056102653496137855
D,133,move_slider_right: move the door all the way to the right,585,0.2467487706587864,ACT-A-only,D,585,0.2444378602772187,ACT-ABC,0.0023109103815676935
D,134,lift_blue_block_drawer: grasp the blue block lying in the drawer,864,0.2310792568691626,ACT-A-only,D,864,0.2039634509063843,ACT-ABC,0.027115805962778322
D,135,turn_off_led: push down the button to turn off the green light,853,0.2642562035711401,ACT-A-only,D,853,0.2518610554067079,ACT-ABC,0.012395148164432213
D,136,close_drawer: push the drawer,1402,0.1775973807706812,ACT-A-only,D,1402,0.1467091175614618,ACT-ABC,0.03088826320921942
D,137,turn_off_lightbulb: push the switch downwards,1080,0.2240919922237043,ACT-A-only,D,1080,0.218050139983771,ACT-ABC,0.006041852239933282
D,138,close_drawer: go close the drawer,1170,0.2033821700698035,ACT-A-only,D,1170,0.1604828637921148,ACT-ABC,0.042899306277688704
D,139,move_slider_right: move the door all the way to the right and let go,390,0.2011995974259498,ACT-A-only,D,390,0.1662194994493172,ACT-ABC,0.034980097976632624
D,140,lift_red_block_slider: lift the red block lying in the slider,520,0.223072374984622,ACT-A-only,D,520,0.1975305043590756,ACT-ABC,0.025541870625546415
D,141,place_in_slider: place the object in the slider,292,0.2977770204617552,ACT-A-only,D,292,0.2985129970802019,ACT-ABC,-0.0007359766184467098
D,142,stack_block: put the grasped block on top of a block,1621,0.2667318686410867,ACT-A-only,D,1621,0.2627735506469714,ACT-ABC,0.003958317994115335
D,143,turn_off_lightbulb: move the light switch to turn off the yellow light,780,0.2122158121174344,ACT-A-only,D,780,0.2037968208822302,ACT-ABC,0.008418991235204204
D,144,place_in_slider: place in slider,470,0.2806654354042195,ACT-A-only,D,470,0.2715465331331212,ACT-ABC,0.009118902271098295
D,145,rotate_pink_block_left: rotate the pink block to the left,715,0.2742693542392104,ACT-A-only,D,715,0.2646871262601205,ACT-ABC,0.009582227979089919
D,146,place_in_drawer: go towards the drawer and place the object,417,0.245858372606748,ACT-A-only,D,417,0.2466430902498946,ACT-ABC,-0.0007847176431465819
D,147,lift_blue_block_drawer: go towards the blue block in the drawer and grasp it,1105,0.2351959673864809,ACT-A-only,D,1105,0.2103307668237664,ACT-ABC,0.024865200562714518
D,148,"lift_blue_block_table: grasp the blue block, then lift it up",838,0.2413746053197361,ACT-A-only,D,838,0.2221158820433377,ACT-ABC,0.019258723276398382
D,149,move_slider_left: move the door all the way to the left and let go,845,0.2345081086342151,ACT-A-only,D,845,0.2482211950086277,ACT-ABC,-0.013713086374412597
D,150,move_slider_left: grasp the door handle and move the door to the left,520,0.2364319453015923,ACT-A-only,D,520,0.2629624495139488,ACT-ABC,-0.026530504212356504
D,151,place_in_slider: place the block in the sliding cabinet,265,0.3070521625707734,ACT-A-only,D,265,0.307302805331518,ACT-ABC,-0.00025064276074460157
D,152,place_in_drawer: place the object in the drawer,540,0.297505617417671,ACT-A-only,D,540,0.3172345433246206,ACT-ABC,-0.01972892590694958
D,153,move_slider_left: grasp the door handle and slide the door to the left,390,0.2675426702850904,ACT-A-only,D,390,0.2550931616471364,ACT-ABC,0.012449508637953965
D,154,rotate_blue_block_right: take the blue block and rotate it right,678,0.2909745586525022,ACT-A-only,D,678,0.263560349259053,ACT-ABC,0.02741420939344924
D,155,lift_red_block_slider: pick up the red block from the sliding cabinet,758,0.2068898357490279,ACT-A-only,D,758,0.1972271805840463,ACT-ABC,0.009662655164981576
D,156,lift_red_block_drawer: pick up the red block in the drawer,852,0.2321938965819391,ACT-A-only,D,852,0.2141193573673566,ACT-ABC,0.01807453921458249
D,157,lift_blue_block_table: lift the blue block up,927,0.2456332421675726,ACT-A-only,D,927,0.2265548862219499,ACT-ABC,0.019078355945622683
D,158,lift_blue_block_slider: lift the blue block lying in the slider,975,0.1940159823955633,ACT-A-only,D,975,0.1723071881861258,ACT-ABC,0.0217087942094375
D,159,push_into_drawer: slide the object into the drawer,1776,0.240006053595812,ACT-A-only,D,1776,0.2424355845684437,ACT-ABC,-0.0024295309726316827
D,160,push_red_block_left: slide left the red block,1095,0.221922369633023,ACT-A-only,D,1095,0.2202458783950163,ACT-ABC,0.0016764912380066999
D,161,unstack_block: collapse the stacked blocks,971,0.2128644117128284,ACT-A-only,D,971,0.1981912289394102,ACT-ABC,0.014673182773418197
D,162,rotate_blue_block_right: rotate right the blue block,798,0.3059342356590101,ACT-A-only,D,798,0.2744534520763801,ACT-ABC,0.03148078358263001
D,163,move_slider_right: slide the door to the right side,390,0.2427132486150815,ACT-A-only,D,390,0.274454845335239,ACT-ABC,-0.0317415967201575
D,164,lift_pink_block_slider: lift the pink block lying on the shelf,520,0.2284801834621108,ACT-A-only,D,520,0.220895617068387,ACT-ABC,0.007584566393723791
D,165,lift_red_block_drawer: go towards the red block in the drawer and grasp it,640,0.2371146358200349,ACT-A-only,D,640,0.2157977761584334,ACT-ABC,0.02131685966160149
D,166,lift_pink_block_slider: grasp the pink block lying on the shelf,780,0.2010537294336618,ACT-A-only,D,780,0.197122513082547,ACT-ABC,0.003931216351114791
D,167,place_in_slider: place the block in the slider,467,0.3188736379720924,ACT-A-only,D,467,0.2930897952912961,ACT-ABC,0.02578384268079631
D,168,place_in_slider: put it in the slider,338,0.2718807184220065,ACT-A-only,D,338,0.2539730418098749,ACT-ABC,0.017907676612131607
D,169,lift_blue_block_table: pick up the blue block from the table,758,0.2399297486646666,ACT-A-only,D,758,0.222659122572332,ACT-ABC,0.017270626092334596
D,170,move_slider_left: slide the door to the left,585,0.2667090230517917,ACT-A-only,D,585,0.2370658916795355,ACT-ABC,0.029643131372256215
D,171,"lift_pink_block_table: grasp the pink block, then lift it up",603,0.2718943387615937,ACT-A-only,D,603,0.2653077911604103,ACT-ABC,0.006586547601183379
D,172,turn_on_lightbulb: toggle the light switch to turn on the light bulb,893,0.1840792183888385,ACT-A-only,D,893,0.1682988944748147,ACT-ABC,0.015780323914023814
D,173,push_blue_block_right: go push the blue block to the right,704,0.2440078872393562,ACT-A-only,D,704,0.2185304503707977,ACT-ABC,0.025477436868558495
D,174,turn_on_led: push the button to turn on the led light,1027,0.2534172403995227,ACT-A-only,D,1027,0.2318018986476257,ACT-ABC,0.02161534175189697
D,175,push_pink_block_right: go slide the pink block to the right,1279,0.229757025660226,ACT-A-only,D,1279,0.1973947772539225,ACT-ABC,0.0323622484063035
D,176,move_slider_right: move the door to the right,621,0.2358496102913854,ACT-A-only,D,621,0.2256829711922029,ACT-ABC,0.0101666390991825
D,177,lift_red_block_slider: lift the red block lying in the sliding cabinet,455,0.2011578433461241,ACT-A-only,D,455,0.1808666235798008,ACT-ABC,0.02029121976632331
D,178,rotate_blue_block_left: rotate the blue block 90 degrees to the left,780,0.2862625611134065,ACT-A-only,D,780,0.2641633516320815,ACT-ABC,0.02209920948132499
D,179,rotate_pink_block_right: rotate right the pink block,1105,0.3035038471761332,ACT-A-only,D,1105,0.2798001069963248,ACT-ABC,0.02370374017980842
D,180,lift_red_block_slider: pick up the red block from the shelf,567,0.2224479001113977,ACT-A-only,D,567,0.2039994810834343,ACT-ABC,0.018448419027963403
D,181,lift_red_block_table: pick up the red block on the table,886,0.2418439927643362,ACT-A-only,D,886,0.2067894792356623,ACT-ABC,0.03505451352867392
D,182,lift_pink_block_slider: in the slider pick up the pink block,715,0.1940806403026714,ACT-A-only,D,715,0.1792276251149344,ACT-ABC,0.01485301518773699
D,183,"lift_red_block_table: grasp the red block on the table, then lift it up",873,0.2432612742789149,ACT-A-only,D,873,0.2128346609666448,ACT-ABC,0.03042661331227009
D,184,lift_blue_block_drawer: grasp the blue block from the drawer,650,0.245121542765544,ACT-A-only,D,650,0.2120476158765646,ACT-ABC,0.033073926888979394
D,185,turn_on_lightbulb: move the light switch to turn on the light bulb,1084,0.2141198731333402,ACT-A-only,D,1084,0.2149560274521913,ACT-ABC,-0.0008361543188511178
D,186,lift_red_block_table: lift the red block from the table,954,0.2385381937136315,ACT-A-only,D,954,0.2080170771563952,ACT-ABC,0.0305211165572363
